message_id,num_links,num_words,has_offer,sender_score,all_caps,is_spam
555,1,35,0,0.729720839625469,0,0
556,0,130,0,0.8282100814628155,0,0
557,2,132,1,0.3819834933958973,0,0
558,1,32,0,0.7422017006942446,0,0
559,1,79,0,0.9123903326520032,0,0
560,2,98,0,0.5794974054853834,0,0
561,0,156,0,0.6781086761673228,0,0
562,0,139,1,0.3273028077389557,0,1
563,1,144,0,0.7132760330890344,0,0
564,2,127,0,0.402267522216194,0,0
565,2,51,0,0.5893287384354342,0,0
566,0,74,0,0.690231204282805,0,0
567,0,172,0,0.578636397454024,0,0
568,3,188,0,0.6671958884874725,0,0
569,3,45,0,0.7746596941728725,0,0
570,0,128,0,0.6923230040716428,0,0
571,1,176,0,0.7282495824733564,0,0
572,2,147,1,0.3260599932747352,0,0
573,0,101,0,0.6684696853256339,0,0
574,2,55,0,0.2559478956427446,0,0
575,1,116,1,0.6208211270346305,0,0
576,0,103,1,1.0,0,0
577,2,150,1,0.8872967554640903,0,0
578,4,78,0,0.4144813543500341,0,0
579,2,181,0,0.5913707797607021,0,0
580,0,25,0,0.6648064849889995,0,0
581,1,178,1,0.8012974951612388,0,0
582,0,179,0,0.8701194621949039,0,0
583,2,61,0,1.0,0,0
584,3,76,1,0.5091077403664783,0,1
585,4,92,1,0.7435966195303191,0,0
586,3,65,0,0.3473619494011177,1,0
587,3,131,0,0.7819600282884145,0,0
588,2,107,0,0.7985325722901297,0,0
589,0,75,0,0.7040098603585863,0,0
590,2,197,1,0.8307148148475704,1,1
591,4,142,0,0.5277651600123227,0,0
592,3,177,0,0.4360925832422161,0,0
593,4,183,1,0.5098605556544208,0,1
594,1,45,0,0.7740059207241123,0,0
595,1,69,0,0.9621052626769256,0,0
596,1,149,0,0.5282998194046372,0,0
597,2,125,1,0.5633183420101436,0,0
598,1,127,0,0.7230530512464608,0,0
599,1,26,1,1.0,0,0
600,0,174,0,0.6104692483124079,0,0
601,3,99,1,0.8928095635274156,0,0
602,2,68,0,0.6642939137317911,1,0
603,1,65,0,0.5919333637551624,0,0
604,1,173,0,0.4341251358448612,0,0
605,2,84,1,0.6392096641789589,0,0
606,5,21,0,0.8698542713765332,0,0
607,0,98,0,0.5260300219425269,0,0
608,0,83,1,0.719268887450303,0,0
609,2,119,0,0.5292481045978964,0,0
610,1,79,1,0.6164729311144228,1,0
611,2,108,0,0.3971131337988599,0,0
612,1,156,0,1.0,0,0
613,1,34,1,0.7612873012583122,0,0
614,2,184,0,0.6347124650095378,0,0
615,2,25,1,0.958152464472575,0,0
616,1,190,0,0.6819027867316507,0,0
617,0,64,0,0.7918248745349631,1,0
618,1,95,0,1.0,1,0
619,2,175,0,0.9947428180396244,0,0
620,1,199,0,0.4712869776397134,0,0
621,3,125,0,0.7025392557497165,0,0
622,0,182,0,0.9554161984600816,0,0
623,5,85,1,0.4837318770875661,0,1
624,0,173,0,0.6484428812607269,0,0
625,2,167,1,0.6411464407298495,0,0
626,2,148,1,0.8002188943209565,0,0
627,1,111,1,0.8605042918544632,0,1
628,3,49,0,0.9300129078452986,0,0
629,2,29,1,0.7165308428439999,0,0
630,0,128,0,0.4918491819028773,1,0
631,2,169,0,0.6290800933547988,0,0
632,0,48,1,0.4884458592169249,0,0
633,0,88,0,0.5635772976629281,0,0
634,2,155,0,0.8417882360861477,0,0
635,1,158,0,0.4129887463543297,0,0
636,3,173,0,0.5894420216871272,0,0
637,2,166,0,0.8781589126483728,0,0
638,3,166,1,0.836907904935552,0,1
639,0,177,0,0.5395350248930618,0,0
640,2,55,0,0.5200336606493559,1,0
641,0,189,0,1.0,0,0
642,0,28,0,0.7749578095725822,0,0
643,1,154,0,0.5374218149319963,0,0
644,1,37,0,0.6917832458867336,0,0
645,1,156,0,0.9172962294159543,0,0
646,1,153,0,0.5211920789773372,0,0
647,1,64,0,0.5170269064992434,0,0
648,3,169,0,0.7441225121883844,0,0
649,1,98,1,0.4295462350790179,0,0
650,4,106,0,0.5653486337552236,0,0
651,1,179,0,0.6129951992600798,0,0
652,2,140,1,0.1686123236886784,0,1
653,1,163,0,0.7166256944069562,0,0
654,1,149,1,0.8225072317647795,0,0
655,2,60,0,1.0,0,0
656,3,198,0,0.8193439342558086,1,0
657,1,33,0,0.4947823811543674,0,0
658,4,196,0,0.6096293235729132,0,0
659,1,196,0,1.0,0,0
660,1,46,0,0.7907763705267842,0,0
661,3,100,0,0.9096263996476056,0,0
662,1,186,0,0.5853247018518388,0,0
663,1,92,0,0.656773684597972,0,0
664,2,183,1,0.6862041361050609,0,0
665,1,29,1,0.8840693922410433,0,0
666,3,112,0,0.6143057859622844,0,0
667,2,151,0,0.8205416963964648,0,0
668,1,104,1,0.6998623133109255,0,0
669,4,120,1,0.4573743243775094,0,0
670,2,21,0,0.699424087595072,0,0
671,1,175,0,0.9208466959526892,0,0
672,3,108,0,0.7012204015867797,0,0
673,1,173,0,0.6342715884197447,0,0
674,4,140,1,0.9847436457479436,0,1
675,0,49,0,0.7779781715521253,0,0
676,1,28,0,0.4236753915438382,0,0
677,0,148,1,0.6422288953492704,1,1
678,1,75,0,0.7535718533293495,0,0
